filename,count,classes,locations
IL-SF002-W-B.jpg,7,"[2, 2, 2, 2, 2, 2, 2]","[(519, 722), (1322, 359), (628, 183), (1273, 895), (688, 900), (1085, 186), (1011, 939)]"
IL-SF003-E-A.jpg,7,"[2, 2, 2, 2, 2, 2, 2]","[(186, 390), (1255, 161), (1157, 1074), (573, 1181), (1547, 273), (239, 953), (453, 132)]"
IL-SF003-N-A.jpg,13,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(511, 218), (1166, 1012), (72, 651), (421, 1224), (1449, 869), (681, 112), (164, 999), (381, 228), (87, 811), (239, 297), (773, 1307), (1142, 156), (1445, 315)]"
IL-SF003-S-A.jpg,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1307, 1027), (212, 894), (238, 443), (736, 117), (386, 1209), (1035, 1224), (1468, 451), (349, 314), (173, 581), (1503, 914), (640, 1298), (491, 170), (1235, 299), (252, 1014)]"
IL-SF003-W-A.jpg,17,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1635, 1170), (1174, 153), (193, 519), (341, 1422), (1748, 640), (806, 68), (1480, 410), (572, 1693), (383, 267), (36, 857), (93, 987), (123, 1105), (260, 417), (130, 591), (1267, 1461), (183, 1251), (656, 220)]"
IL-SF003-W-B.jpg,9,"[2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1621, 1188), (562, 1435), (1367, 1333), (679, 109), (250, 689), (1598, 514), (355, 313), (262, 1055), (1273, 250)]"
IN-MG631-E-A.jpg,16,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(359, 1503), (280, 1233), (1257, 251), (1012, 1730), (1516, 238), (2009, 810), (2015, 1362), (847, 195), (1866, 666), (720, 1525), (346, 734), (477, 363), (346, 679), (162, 891), (164, 1064), (1746, 1470)]"
IN-MG631-E-B.jpg,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1704, 1018), (281, 1067), (1226, 109), (516, 1278), (837, 1377), (375, 1157), (1463, 1248), (113, 932), (86, 789), (288, 485), (181, 1030), (676, 263), (1700, 406), (177, 622)]"
IN-MG631-N-A.jpg,16,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(641, 1934), (2271, 1627), (2475, 618), (25, 933), (233, 1481), (113, 1302), (1916, 158), (538, 296), (784, 261), (402, 460), (417, 1718), (958, 155), (1318, 62), (1021, 2095), (1715, 1821), (90, 754)]"
IN-MG631-S-A.jpg,15,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(183, 501), (82, 995), (1709, 1501), (123, 1151), (27, 833), (98, 672), (1180, 11), (803, 91), (833, 1730), (1979, 601), (544, 226), (645, 1489), (1963, 1283), (306, 1393), (1700, 407)]"
IN-MG631-S-B.jpg,17,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(572, 182), (1593, 1252), (1608, 361), (240, 424), (1222, 299), (1881, 572), (702, 1458), (125, 643), (359, 292), (1135, 1449), (149, 838), (205, 944), (171, 535), (1909, 1120), (426, 1328), (251, 1118), (778, 112)]"
IN-MG636-E-A.jpg,11,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(76, 778), (1725, 1097), (1886, 683), (687, 18), (53, 463), (1354, 1250), (1491, 414), (107, 1016), (165, 291), (451, 1319), (399, 130)]"
IN-MG636-E-B.jpg,11,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(167, 843), (353, 1018), (141, 508), (754, 109), (581, 1194), (1119, 972), (1503, 836), (1616, 493), (245, 337), (1387, 368), (413, 143)]"
IN-MG636-N-A.jpg,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1953, 1158), (1989, 559), (531, 1334), (614, 330), (1647, 334), (377, 1202), (752, 1434), (283, 1075), (896, 119), (300, 671), (1677, 1259), (379, 503), (239, 819), (1115, 1454)]"
IN-MG636-N-B.jpg,17,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(127, 1014), (1490, 1142), (1750, 1006), (200, 1054), (738, 75), (408, 1153), (428, 211), (980, 1267), (541, 1244), (184, 408), (102, 604), (48, 835), (82, 726), (810, 1278), (1499, 398), (1750, 624), (290, 1108)]"
IN-MG636-S-A.jpg,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(230, 1172), (660, 1388), (1776, 1129), (198, 347), (82, 898), (604, 88), (1198, 256), (461, 250), (1340, 1364), (1632, 515)]"
IN-MG636-S-B.jpg,12,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(404, 1522), (50, 842), (187, 467), (151, 1206), (1805, 1190), (42, 960), (402, 343), (67, 581), (1409, 1421), (556, 164), (1845, 596), (1411, 355)]"
IN-MG638-E-A.jpg,12,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(292, 1334), (186, 497), (1874, 618), (1841, 1389), (202, 1163), (503, 1638), (570, 276), (174, 648), (948, 242), (1590, 224), (850, 1825), (1427, 1560)]"
IN-MG638-E-B.jpg,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(439, 1252), (1831, 612), (1463, 277), (1514, 1342), (397, 560), (805, 1576), (307, 826), (1650, 1022), (1744, 546), (299, 976), (1814, 958), (709, 294), (375, 1154), (1161, 1512)]"
IN-MG638-N-A.jpg,11,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(279, 1173), (139, 797), (1427, 995), (490, 264), (1029, 1561), (213, 539), (1158, 260), (1629, 988), (1652, 431), (709, 1254), (1510, 390)]"
IN-MG638-N-B.jpg,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(426, 639), (331, 956), (1437, 1420), (1868, 609), (1510, 399), (454, 571), (1091, 1642), (537, 1438), (937, 181), (1727, 1188)]"
IN-MG638-S-A.jpg,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(127, 860), (227, 1213), (135, 1044), (1068, 1511), (1622, 1241), (528, 566), (475, 1439), (1261, 149), (1913, 731), (1828, 1151), (516, 473), (310, 540), (1782, 637), (762, 1638)]"
IN-MG638-S-B.jpg,13,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(583, 306), (1714, 644), (287, 1152), (274, 1046), (937, 1461), (1175, 1314), (321, 613), (227, 811), (1563, 1156), (1832, 727), (211, 938), (531, 1432), (1265, 312)]"
IN-MG638-W-B.jpg,12,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(391, 572), (1690, 550), (279, 1276), (617, 1618), (868, 226), (244, 770), (1498, 1535), (1861, 778), (1777, 1453), (609, 379), (403, 1455), (1025, 1745)]"
MB-MG513-E-B.jpg,11,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1229, 512), (857, 1131), (707, 260), (313, 889), (254, 754), (924, 391), (1362, 906), (486, 1108), (329, 514), (486, 376), (1171, 1001)]"
MB-MG513-N-B.jpg,8,"[2, 2, 2, 2, 2, 2, 2, 2]","[(489, 872), (931, 459), (1087, 932), (1169, 650), (601, 1029), (642, 468), (535, 604), (885, 1018)]"
MB-MG513-S-B.jpg,8,"[2, 2, 2, 2, 2, 2, 2, 2]","[(305, 1003), (1315, 702), (1371, 1123), (331, 711), (1091, 1262), (1054, 500), (617, 459), (561, 1255)]"
MB-MG513-W-A.jpg,8,"[2, 2, 2, 2, 2, 2, 2, 2]","[(343, 1259), (1345, 446), (542, 135), (111, 899), (1342, 948), (231, 388), (1135, 329), (1075, 1139)]"
MB-MG513-W-B.jpg,11,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1438, 460), (182, 363), (496, 55), (202, 756), (923, 979), (542, 1033), (306, 896), (273, 220), (886, 80), (1247, 378), (1229, 874)]"
MB-MG516-E-A.jpg,5,"[2, 2, 2, 2, 2]","[(443, 106), (1122, 726), (493, 800), (399, 579), (974, 806)]"
MB-MG516-E-B.jpg,8,"[2, 2, 2, 2, 2, 2, 2, 2]","[(458, 983), (676, 357), (484, 569), (488, 482), (1090, 1068), (388, 818), (1125, 426), (684, 1188)]"
MB-MG516-S-A.jpg,16,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(555, 420), (602, 887), (713, 967), (1230, 267), (1436, 468), (461, 789), (743, 200), (412, 688), (1448, 848), (1120, 1003), (978, 148), (923, 943), (1050, 875), (409, 452), (583, 277), (376, 593)]"
MB-MG516-S-B.jpg,9,"[2, 2, 2, 2, 2, 2, 2, 2, 2]","[(417, 476), (1113, 336), (1335, 434), (1362, 804), (514, 911), (382, 756), (724, 1022), (1040, 940), (660, 187)]"
MB-MG516-W-A.jpg,8,"[2, 2, 2, 2, 2, 2, 2, 2]","[(1245, 1239), (1402, 596), (796, 444), (784, 1133), (542, 1109), (507, 493), (1182, 552), (399, 949)]"
MB-MG517-E-A.jpg,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(375, 668), (713, 87), (318, 581), (521, 212), (1001, 968), (484, 835), (424, 349), (704, 959), (1134, 136), (1385, 851)]"
MB-MG517-E-B.jpg,11,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1451, 901), (1176, 1001), (542, 919), (318, 627), (344, 776), (522, 193), (1134, 276), (369, 316), (815, 155), (945, 934), (1305, 409)]"
MB-MG517-N-B.jpg,8,"[2, 2, 2, 2, 2, 2, 2, 2]","[(455, 781), (662, 853), (1279, 896), (655, 289), (1013, 988), (1065, 286), (653, 781), (1314, 312)]"
MB-MG517-S-A.jpg,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(313, 912), (1043, 197), (589, 176), (215, 503), (1439, 1116), (1361, 292), (931, 1291), (309, 317), (197, 773), (490, 1147)]"
MB-MG517-S-B.jpg,12,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(838, 135), (993, 100), (382, 814), (405, 349), (625, 979), (478, 213), (1214, 806), (356, 660), (1108, 835), (1301, 277), (547, 103), (263, 565)]"
MB-MG517-W-B.jpg,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(781, 127), (963, 228), (1208, 228), (318, 609), (728, 882), (241, 532), (538, 818), (559, 108), (241, 341), (1280, 642), (303, 276), (1083, 824), (358, 210), (353, 729)]"
MB-MG518-N-A.jpg,7,"[2, 2, 2, 2, 2, 2, 2]","[(539, 1003), (968, 1023), (403, 348), (1142, 226), (261, 480), (303, 781), (759, 148)]"
MB-MG518-N-B.jpg,4,"[2, 2, 2, 2]","[(1036, 36), (613, 838), (1129, 866), (498, 196)]"
MB-MG518-S-A.jpg,12,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(362, 411), (447, 297), (1226, 278), (425, 710), (1156, 974), (1472, 829), (774, 70), (987, 869), (628, 915), (632, 341), (389, 600), (1440, 328)]"
MB-MG518-S-B.jpg,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(744, 662), (499, 757), (578, 292), (370, 618), (1012, 242), (640, 755), (371, 503), (458, 377), (1004, 750), (1158, 324), (1131, 763), (738, 153), (404, 457), (411, 680)]"
MB-MG518-W-B.jpg,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(480, 280), (1120, 172), (460, 514), (767, 730), (562, 633), (684, 107), (1086, 627), (1225, 232), (841, 75), (554, 209)]"
MB-MG528-E-A.jpg,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(297, 489), (612, 1439), (357, 342), (518, 201), (1165, 1343), (213, 919), (1352, 320), (864, 77), (201, 708), (1475, 1201), (1749, 623), (1562, 503), (271, 616), (351, 1196)]"
MB-MG528-E-B.jpg,15,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(36, 733), (78, 429), (950, 205), (28, 531), (1375, 732), (98, 826), (1207, 333), (506, 48), (504, 1158), (283, 1061), (147, 295), (177, 931), (290, 163), (959, 956), (1204, 822)]"
MB-MG528-S-A.jpg,12,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1038, 908), (508, 29), (20, 643), (200, 989), (380, 1125), (163, 243), (110, 382), (807, 1032), (292, 104), (95, 815), (982, 278), (1187, 460)]"
MB-MG528-S-B.jpg,15,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(199, 869), (1130, 259), (1283, 441), (520, 1123), (733, 63), (230, 318), (90, 632), (500, 107), (133, 429), (133, 740), (334, 994), (954, 998), (1165, 881), (1400, 557), (341, 202)]"
MB-MG528-W-A.jpg,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1304, 1134), (382, 1185), (237, 579), (735, 130), (266, 1048), (552, 1284), (1430, 934), (455, 292), (312, 451), (827, 1376), (1437, 414), (1613, 507), (203, 937), (1201, 251)]"
MB-MG529-E-A.jpg,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(497, 1135), (269, 557), (721, 1207), (445, 302), (346, 1017), (231, 880), (330, 464), (1284, 359), (1610, 535), (1492, 1081), (188, 628), (171, 779), (1206, 1177), (680, 177)]"
MB-MG529-E-B.jpg,16,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(692, 304), (446, 399), (493, 974), (349, 750), (570, 349), (389, 473), (1016, 1107), (392, 862), (852, 298), (315, 615), (1189, 467), (1283, 982), (337, 668), (1306, 547), (329, 525), (615, 1088)]"
MB-MG529-N-A.jpg,15,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1276, 272), (330, 143), (126, 660), (1496, 433), (411, 1008), (233, 233), (1100, 1006), (1359, 895), (49, 559), (792, 9), (239, 848), (137, 295), (170, 742), (55, 378), (477, 54)]"
MB-MG529-S-B.jpg,15,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(666, 26), (296, 1164), (1087, 1198), (94, 417), (196, 304), (1566, 528), (1367, 1122), (143, 1019), (377, 150), (541, 1294), (1251, 225), (29, 737), (75, 886), (1532, 1081), (52, 545)]"
MB-MG529-W-A.jpg,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(397, 36), (170, 767), (69, 538), (123, 319), (217, 224), (1128, 975), (265, 920), (1413, 809), (575, 60), (1371, 271), (462, 1063), (292, 134), (108, 640), (1080, 123)]"
MB-MG529-W-B.jpg,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1368, 315), (142, 691), (315, 178), (78, 630), (98, 462), (473, 20), (377, 1031), (170, 380), (263, 900), (252, 290), (825, 1038), (1188, 935), (1021, 68), (181, 787)]"
MB-MG530-E-A.jpg,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(785, 17), (276, 720), (195, 560), (516, 990), (471, 108), (251, 273), (1191, 245), (997, 883), (1196, 788), (380, 217)]"
MB-MG530-E-B.jpg,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(869, 158), (1379, 788), (431, 339), (1151, 903), (1415, 411), (589, 1016), (439, 830), (1216, 339), (344, 676), (628, 246)]"
MB-MG530-N-A.jpg,11,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(577, 786), (1563, 799), (1668, 392), (1346, 860), (971, 24), (431, 667), (1501, 296), (402, 325), (609, 133), (732, 902), (984, 992)]"
MB-MG530-N-B.jpg,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(323, 554), (645, 827), (401, 683), (1350, 291), (297, 379), (541, 133), (899, 164), (1540, 434), (347, 325), (722, 898), (286, 462), (1508, 810), (409, 235), (1262, 924)]"
MB-MG530-S-B.jpg,12,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(609, 129), (422, 255), (135, 676), (1291, 867), (282, 346), (1071, 1028), (1085, 267), (161, 440), (214, 807), (452, 1109), (1310, 396), (314, 933)]"
MB-MG530-W-A.jpg,11,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1534, 920), (1508, 425), (496, 307), (761, 1118), (502, 921), (625, 222), (1259, 337), (1283, 1032), (425, 369), (400, 748), (912, 139)]"
MB-MG530-W-B.jpg,12,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1449, 718), (780, 58), (264, 292), (1256, 827), (345, 720), (1193, 253), (194, 390), (813, 970), (1384, 348), (256, 615), (552, 884), (541, 75)]"
MB-SD004-E-A.jpg,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(421, 996), (194, 697), (265, 859), (266, 427), (190, 583), (1029, 832), (378, 280), (771, 923), (787, 327), (1079, 413)]"
MB-SD004-E-B.jpg,8,"[2, 2, 2, 2, 2, 2, 2, 2]","[(392, 849), (832, 929), (494, 332), (877, 435), (1136, 885), (322, 631), (1135, 514), (344, 505)]"
MB-SD004-N-A.jpg,7,"[2, 2, 2, 2, 2, 2, 2]","[(463, 971), (1096, 430), (350, 771), (433, 347), (834, 316), (1133, 832), (856, 902)]"
MB-SD004-N-B.jpg,8,"[2, 2, 2, 2, 2, 2, 2, 2]","[(1199, 516), (511, 375), (533, 720), (721, 213), (1077, 322), (1206, 803), (996, 873), (689, 887)]"
MB-SD004-S-A.jpg,9,"[2, 2, 2, 2, 2, 2, 2, 2, 2]","[(458, 913), (904, 406), (341, 736), (1390, 556), (430, 470), (608, 385), (1345, 893), (988, 946), (1133, 542)]"
MB-SD004-S-B.jpg,9,"[2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1113, 810), (556, 372), (344, 519), (265, 743), (803, 938), (445, 955), (424, 460), (1122, 488), (907, 447)]"
MB-SD004-W-A.jpg,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1099, 497), (870, 957), (570, 237), (230, 773), (916, 335), (1121, 877), (255, 452), (397, 999), (410, 316), (230, 640)]"
MB-SD004-W-B.jpg,7,"[2, 2, 2, 2, 2, 2, 2]","[(1146, 419), (399, 210), (1157, 812), (887, 363), (385, 941), (923, 851), (261, 687)]"
MB-SD005-N-B.jpg,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(176, 614), (217, 424), (434, 963), (518, 171), (817, 234), (842, 887), (1096, 836), (269, 778), (1126, 393), (288, 311)]"
MB-SD005-S-B.jpg,12,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(1146, 418), (370, 934), (910, 308), (621, 279), (212, 696), (1258, 456), (1097, 852), (582, 972), (250, 466), (855, 924), (474, 311), (342, 361)]"
