,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
IL-MG604-S-A.jpg,238,1586,1583,1487,123,1113,1120,305,426.0,330.0,1374.0,385.0,1558.0,897.0,1124.0,2483.0,833.0,387.0,1312.0,2051.0,293.0,548.0,1147.0,2274.0,693.0,2210.0,479.0,1799.0,635.0,181.0,176.0,755.0,385.0,408.0,867.0,2164.0,,
IL-MG604-S-B.jpg,736,278,358,1472,534,1667,960,535,649.0,237.0,820.0,1617.0,535.0,260.0,587.0,242.0,454.0,294.0,1040.0,965.0,682.0,252.0,887.0,1379.0,822.0,381.0,73.0,905.0,319.0,400.0,,,,,,,,
IL-MG604-W-B.jpg,746,160,909,144,600,237,1591,1001,691.0,2268.0,1200.0,2523.0,1089.0,225.0,482.0,1822.0,801.0,151.0,1358.0,2218.0,989.0,172.0,180.0,1257.0,261.0,676.0,1298.0,496.0,1500.0,1586.0,,,,,,,,
IL-SF001-E-B.jpg,1365,1021,512,173,1006,1210,338,982,448.0,1188.0,209.0,340.0,1466.0,444.0,1168.0,209.0,,,,,,,,,,,,,,,,,,,,,,
IL-SF001-N-A.jpg,468,1455,1358,1076,1187,1460,1529,577,271.0,399.0,328.0,978.0,591.0,178.0,1272.0,342.0,,,,,,,,,,,,,,,,,,,,,,
IL-SF001-N-B.jpg,1015,1286,1200,253,962,146,325,1105,107.0,395.0,1414.0,507.0,1163.0,1072.0,293.0,758.0,366.0,177.0,,,,,,,,,,,,,,,,,,,,
IL-SF001-S-A.jpg,1218,1095,1030,1365,1202,246,149,412,349.0,216.0,352.0,945.0,,,,,,,,,,,,,,,,,,,,,,,,,,
IL-SF001-W-A.jpg,177,895,354,1425,1466,397,1468,862,1190.0,160.0,117.0,527.0,1212.0,1387.0,438.0,233.0,,,,,,,,,,,,,,,,,,,,,,
IL-SF001-W-B.jpg,246,288,1343,336,315,1162,1166,941,1007.0,178.0,76.0,545.0,496.0,183.0,819.0,109.0,,,,,,,,,,,,,,,,,,,,,,
IL-SF002-E-B.jpg,1021,792,893,1052,287,1138,945,421,800.0,1228.0,746.0,220.0,123.0,766.0,249.0,343.0,499.0,184.0,,,,,,,,,,,,,,,,,,,,
IL-SF002-N-A.jpg,803,379,1012,882,965,545,292,1270,434.0,365.0,580.0,296.0,881.0,1129.0,360.0,1040.0,173.0,524.0,,,,,,,,,,,,,,,,,,,,
IL-SF002-S-A.jpg,629,71,83,948,351,218,311,1288,1124.0,351.0,1220.0,755.0,68.0,506.0,936.0,185.0,915.0,1431.0,1119.0,1171.0,,,,,,,,,,,,,,,,,,
IL-SF002-W-B.jpg,900,688,939,1011,186,1085,359,1322,722.0,519.0,895.0,1273.0,183.0,628.0,,,,,,,,,,,,,,,,,,,,,,,,
IL-SF003-E-A.jpg,1181,573,273,1547,132,453,161,1255,953.0,239.0,390.0,186.0,1074.0,1157.0,,,,,,,,,,,,,,,,,,,,,,,,
IL-SF003-N-A.jpg,869,1449,811,87,1307,773,1012,1166,315.0,1445.0,1224.0,421.0,999.0,164.0,297.0,239.0,228.0,381.0,156.0,1142.0,218.0,511.0,651.0,72.0,112.0,681.0,,,,,,,,,,,,
IL-SF003-S-A.jpg,451,1468,1014,252,1224,1035,1027,1307,314.0,349.0,1209.0,386.0,914.0,1503.0,299.0,1235.0,170.0,491.0,117.0,736.0,581.0,173.0,894.0,212.0,1298.0,640.0,443.0,238.0,,,,,,,,,,
IL-SF003-W-A.jpg,1170,1635,417,260,857,36,1105,123,1422.0,341.0,1693.0,572.0,220.0,656.0,591.0,130.0,410.0,1480.0,267.0,383.0,153.0,1174.0,519.0,193.0,1461.0,1267.0,640.0,1748.0,68.0,806.0,987.0,93.0,1251.0,183.0,,,,
IL-SF003-W-B.jpg,250,1273,689,250,313,355,1333,1367,1188.0,1621.0,514.0,1598.0,109.0,679.0,1055.0,262.0,1435.0,562.0,,,,,,,,,,,,,,,,,,,,
IN-MG631-E-A.jpg,734,346,1362,2015,810,2009,891,162,666.0,1866.0,1525.0,720.0,363.0,477.0,1233.0,280.0,195.0,847.0,238.0,1516.0,1064.0,164.0,251.0,1257.0,1730.0,1012.0,1470.0,1746.0,1503.0,359.0,679.0,346.0,,,,,,
IN-MG631-E-B.jpg,1377,837,485,288,263,676,1018,1704,1030.0,181.0,789.0,86.0,1248.0,1463.0,1067.0,281.0,1278.0,516.0,1157.0,375.0,406.0,1700.0,932.0,113.0,109.0,1226.0,622.0,177.0,,,,,,,,,,
IN-MG631-N-A.jpg,261,784,618,2475,296,538,158,1916,1934.0,641.0,2095.0,1021.0,933.0,25.0,1302.0,113.0,1718.0,417.0,1821.0,1715.0,460.0,402.0,754.0,90.0,1481.0,233.0,62.0,1318.0,155.0,958.0,1627.0,2271.0,,,,,,
IN-MG631-S-A.jpg,1501,1709,672,98,1393,306,833,27,11.0,1180.0,1730.0,833.0,1489.0,645.0,501.0,183.0,1151.0,123.0,1283.0,1963.0,601.0,1979.0,91.0,803.0,226.0,544.0,407.0,1700.0,995.0,82.0,,,,,,,,
IN-MG631-S-B.jpg,535,171,1118,251,1252,1593,1458,702,944.0,205.0,424.0,240.0,1328.0,426.0,1449.0,1135.0,299.0,1222.0,182.0,572.0,112.0,778.0,838.0,149.0,1120.0,1909.0,572.0,1881.0,292.0,359.0,361.0,1608.0,643.0,125.0,,,,
IN-MG636-E-A.jpg,1319,451,291,165,130,399,18,687,463.0,53.0,1250.0,1354.0,1016.0,107.0,1097.0,1725.0,683.0,1886.0,414.0,1491.0,778.0,76.0,,,,,,,,,,,,,,,,
IN-MG636-E-B.jpg,337,245,493,1616,508,141,1194,581,836.0,1503.0,143.0,413.0,843.0,167.0,972.0,1119.0,1018.0,353.0,368.0,1387.0,109.0,754.0,,,,,,,,,,,,,,,,
IN-MG636-N-A.jpg,119,896,334,1647,503,379,671,300,1334.0,531.0,1075.0,283.0,1454.0,1115.0,1202.0,377.0,1259.0,1677.0,330.0,614.0,1434.0,752.0,1158.0,1953.0,559.0,1989.0,819.0,239.0,,,,,,,,,,
IN-MG636-N-B.jpg,604,102,1142,1490,1054,200,1278,810,624.0,1750.0,1108.0,290.0,1244.0,541.0,211.0,428.0,1153.0,408.0,1014.0,127.0,1267.0,980.0,726.0,82.0,75.0,738.0,835.0,48.0,1006.0,1750.0,398.0,1499.0,408.0,184.0,,,,
IN-MG636-S-A.jpg,256,1198,1364,1340,898,82,1388,660,347.0,198.0,1129.0,1776.0,1172.0,230.0,88.0,604.0,250.0,461.0,515.0,1632.0,,,,,,,,,,,,,,,,,,
IN-MG636-S-B.jpg,1206,151,1421,1409,343,402,581,67,1190.0,1805.0,355.0,1411.0,467.0,187.0,842.0,50.0,596.0,1845.0,164.0,556.0,1522.0,404.0,960.0,42.0,,,,,,,,,,,,,,
IN-MG638-E-A.jpg,1560,1427,1163,202,1334,292,1825,850,1638.0,503.0,497.0,186.0,224.0,1590.0,1389.0,1841.0,242.0,948.0,648.0,174.0,618.0,1874.0,276.0,570.0,,,,,,,,,,,,,,
IN-MG638-E-B.jpg,560,397,1576,805,1022,1650,1154,375,1512.0,1161.0,1252.0,439.0,294.0,709.0,826.0,307.0,612.0,1831.0,277.0,1463.0,976.0,299.0,958.0,1814.0,1342.0,1514.0,546.0,1744.0,,,,,,,,,,
IN-MG638-N-A.jpg,260,1158,797,139,1173,279,539,213,264.0,490.0,390.0,1510.0,1561.0,1029.0,431.0,1652.0,988.0,1629.0,1254.0,709.0,995.0,1427.0,,,,,,,,,,,,,,,,
IN-MG638-N-B.jpg,639,426,399,1510,1642,1091,956,331,1438.0,537.0,1188.0,1727.0,609.0,1868.0,1420.0,1437.0,571.0,454.0,181.0,937.0,,,,,,,,,,,,,,,,,,
IN-MG638-S-A.jpg,731,1913,637,1782,1638,762,860,127,1213.0,227.0,1511.0,1068.0,540.0,310.0,1241.0,1622.0,149.0,1261.0,566.0,528.0,1439.0,475.0,1151.0,1828.0,473.0,516.0,1044.0,135.0,,,,,,,,,,
IN-MG638-S-B.jpg,1046,274,1156,1563,1432,531,1461,937,644.0,1714.0,306.0,583.0,613.0,321.0,727.0,1832.0,1314.0,1175.0,1152.0,287.0,811.0,227.0,312.0,1265.0,938.0,211.0,,,,,,,,,,,,
IN-MG638-W-B.jpg,550,1690,379,609,1618,617,1276,279,1453.0,1777.0,1455.0,403.0,572.0,391.0,1535.0,1498.0,1745.0,1025.0,778.0,1861.0,770.0,244.0,226.0,868.0,,,,,,,,,,,,,,
MB-MG513-E-B.jpg,754,254,1108,486,906,1362,376,486,1131.0,857.0,1001.0,1171.0,512.0,1229.0,889.0,313.0,391.0,924.0,514.0,329.0,260.0,707.0,,,,,,,,,,,,,,,,
MB-MG513-N-B.jpg,459,931,468,642,932,1087,1018,885,1029.0,601.0,872.0,489.0,604.0,535.0,650.0,1169.0,,,,,,,,,,,,,,,,,,,,,,
MB-MG513-S-B.jpg,1255,561,459,617,702,1315,1003,305,500.0,1054.0,1262.0,1091.0,711.0,331.0,1123.0,1371.0,,,,,,,,,,,,,,,,,,,,,,
MB-MG513-W-A.jpg,135,542,388,231,948,1342,1139,1075,899.0,111.0,329.0,1135.0,446.0,1345.0,1259.0,343.0,,,,,,,,,,,,,,,,,,,,,,
MB-MG513-W-B.jpg,363,182,1033,542,460,1438,55,496,874.0,1229.0,756.0,202.0,80.0,886.0,979.0,923.0,896.0,306.0,220.0,273.0,378.0,1247.0,,,,,,,,,,,,,,,,
MB-MG516-E-A.jpg,800,493,806,974,579,399,106,443,726.0,1122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB-MG516-E-B.jpg,569,484,482,488,426,1125,818,388,1068.0,1090.0,983.0,458.0,357.0,676.0,1188.0,684.0,,,,,,,,,,,,,,,,,,,,,,
MB-MG516-S-A.jpg,875,1050,148,978,688,412,848,1448,1003.0,1120.0,200.0,743.0,887.0,602.0,452.0,409.0,277.0,583.0,943.0,923.0,267.0,1230.0,789.0,461.0,593.0,376.0,468.0,1436.0,967.0,713.0,420.0,555.0,,,,,,
MB-MG516-S-B.jpg,940,1040,804,1362,187,660,1022,724,756.0,382.0,336.0,1113.0,911.0,514.0,476.0,417.0,434.0,1335.0,,,,,,,,,,,,,,,,,,,,
MB-MG516-W-A.jpg,493,507,552,1182,444,796,1133,784,596.0,1402.0,1109.0,542.0,1239.0,1245.0,949.0,399.0,,,,,,,,,,,,,,,,,,,,,,
MB-MG517-E-A.jpg,581,318,212,521,835,484,851,1385,87.0,713.0,968.0,1001.0,959.0,704.0,136.0,1134.0,349.0,424.0,668.0,375.0,,,,,,,,,,,,,,,,,,
MB-MG517-E-B.jpg,276,1134,193,522,776,344,316,369,1001.0,1176.0,919.0,542.0,934.0,945.0,901.0,1451.0,409.0,1305.0,627.0,318.0,155.0,815.0,,,,,,,,,,,,,,,,
MB-MG517-N-B.jpg,781,653,289,655,988,1013,312,1314,853.0,662.0,286.0,1065.0,896.0,1279.0,781.0,455.0,,,,,,,,,,,,,,,,,,,,,,
MB-MG517-S-A.jpg,317,309,1147,490,1291,931,292,1361,197.0,1043.0,503.0,215.0,773.0,197.0,912.0,313.0,1116.0,1439.0,176.0,589.0,,,,,,,,,,,,,,,,,,
MB-MG517-S-B.jpg,135,838,100,993,277,1301,814,382,979.0,625.0,213.0,478.0,349.0,405.0,806.0,1214.0,565.0,263.0,835.0,1108.0,103.0,547.0,660.0,356.0,,,,,,,,,,,,,,
MB-MG517-W-B.jpg,108,559,609,318,276,303,642,1280,729.0,353.0,341.0,241.0,882.0,728.0,818.0,538.0,127.0,781.0,210.0,358.0,532.0,241.0,824.0,1083.0,228.0,1208.0,228.0,963.0,,,,,,,,,,
MB-MG518-N-A.jpg,480,261,1023,968,348,403,226,1142,1003.0,539.0,148.0,759.0,781.0,303.0,,,,,,,,,,,,,,,,,,,,,,,,
MB-MG518-N-B.jpg,196,498,838,613,866,1129,36,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB-MG518-S-A.jpg,600,389,411,362,328,1440,829,1472,341.0,632.0,297.0,447.0,278.0,1226.0,710.0,425.0,70.0,774.0,869.0,987.0,974.0,1156.0,915.0,628.0,,,,,,,,,,,,,,
MB-MG518-S-B.jpg,457,404,680,411,153,738,755,640,757.0,499.0,618.0,370.0,324.0,1158.0,503.0,371.0,242.0,1012.0,292.0,578.0,662.0,744.0,750.0,1004.0,763.0,1131.0,377.0,458.0,,,,,,,,,,
MB-MG518-W-B.jpg,280,480,75,841,730,767,232,1225,627.0,1086.0,172.0,1120.0,633.0,562.0,514.0,460.0,209.0,554.0,107.0,684.0,,,,,,,,,,,,,,,,,,
MB-MG528-E-A.jpg,77,864,616,271,1196,351,708,201,342.0,357.0,1439.0,612.0,623.0,1749.0,919.0,213.0,489.0,297.0,201.0,518.0,1343.0,1165.0,503.0,1562.0,1201.0,1475.0,320.0,1352.0,,,,,,,,,,
MB-MG528-E-B.jpg,295,147,429,78,163,290,333,1207,1061.0,283.0,826.0,98.0,205.0,950.0,931.0,177.0,733.0,36.0,732.0,1375.0,48.0,506.0,822.0,1204.0,531.0,28.0,956.0,959.0,1158.0,504.0,,,,,,,,
MB-MG528-S-A.jpg,460,1187,243,163,29,508,382,110,1032.0,807.0,908.0,1038.0,278.0,982.0,643.0,20.0,815.0,95.0,104.0,292.0,989.0,200.0,1125.0,380.0,,,,,,,,,,,,,,
MB-MG528-S-B.jpg,881,1165,63,733,869,199,107,500,557.0,1400.0,202.0,341.0,998.0,954.0,441.0,1283.0,318.0,230.0,632.0,90.0,1123.0,520.0,259.0,1130.0,994.0,334.0,429.0,133.0,740.0,133.0,,,,,,,,
MB-MG528-W-A.jpg,1376,827,1134,1304,1185,382,507,1613,1284.0,552.0,292.0,455.0,1048.0,266.0,934.0,1430.0,451.0,312.0,130.0,735.0,251.0,1201.0,937.0,203.0,579.0,237.0,414.0,1437.0,,,,,,,,,,
MB-MG529-E-A.jpg,628,188,779,171,1017,346,1081,1492,535.0,1610.0,1135.0,497.0,1177.0,1206.0,464.0,330.0,359.0,1284.0,880.0,231.0,177.0,680.0,302.0,445.0,1207.0,721.0,557.0,269.0,,,,,,,,,,
MB-MG529-E-B.jpg,1088,615,525,329,547,1306,862,392,473.0,389.0,349.0,570.0,982.0,1283.0,1107.0,1016.0,750.0,349.0,399.0,446.0,615.0,315.0,668.0,337.0,304.0,692.0,298.0,852.0,974.0,493.0,467.0,1189.0,,,,,,
MB-MG529-N-A.jpg,1006,1100,295,137,9,792,143,330,433.0,1496.0,54.0,477.0,848.0,239.0,233.0,233.0,1008.0,411.0,660.0,126.0,559.0,49.0,272.0,1276.0,742.0,170.0,895.0,1359.0,378.0,55.0,,,,,,,,
MB-MG529-S-B.jpg,1198,1087,1164,296,737,29,1019,143,545.0,52.0,1294.0,541.0,150.0,377.0,1122.0,1367.0,26.0,666.0,528.0,1566.0,886.0,75.0,304.0,196.0,1081.0,1532.0,417.0,94.0,225.0,1251.0,,,,,,,,
MB-MG529-W-A.jpg,271,1371,123,1080,920,265,319,123,767.0,170.0,224.0,217.0,640.0,108.0,134.0,292.0,60.0,575.0,538.0,69.0,809.0,1413.0,1063.0,462.0,975.0,1128.0,36.0,397.0,,,,,,,,,,
MB-MG529-W-B.jpg,935,1188,691,142,1031,377,290,252,178.0,315.0,380.0,170.0,1038.0,825.0,68.0,1021.0,630.0,78.0,787.0,181.0,315.0,1368.0,900.0,263.0,462.0,98.0,20.0,473.0,,,,,,,,,,
MB-MG530-E-A.jpg,990,516,273,251,17,785,217,380,108.0,471.0,245.0,1191.0,788.0,1196.0,883.0,997.0,560.0,195.0,720.0,276.0,,,,,,,,,,,,,,,,,,
MB-MG530-E-B.jpg,246,628,903,1151,788,1379,676,344,339.0,1216.0,411.0,1415.0,830.0,439.0,158.0,869.0,1016.0,589.0,339.0,431.0,,,,,,,,,,,,,,,,,,
MB-MG530-N-A.jpg,667,431,786,577,392,1668,902,732,133.0,609.0,992.0,984.0,799.0,1563.0,325.0,402.0,860.0,1346.0,24.0,971.0,296.0,1501.0,,,,,,,,,,,,,,,,
MB-MG530-N-B.jpg,291,1350,898,722,434,1540,462,286,164.0,899.0,924.0,1262.0,810.0,1508.0,827.0,645.0,554.0,323.0,235.0,409.0,133.0,541.0,325.0,347.0,683.0,401.0,379.0,297.0,,,,,,,,,,
MB-MG530-S-B.jpg,867,1291,933,314,1109,452,396,1310,440.0,161.0,267.0,1085.0,676.0,135.0,807.0,214.0,1028.0,1071.0,346.0,282.0,129.0,609.0,255.0,422.0,,,,,,,,,,,,,,
MB-MG530-W-A.jpg,139,912,307,496,1118,761,920,1534,337.0,1259.0,369.0,425.0,748.0,400.0,425.0,1508.0,1032.0,1283.0,921.0,502.0,222.0,625.0,,,,,,,,,,,,,,,,
MB-MG530-W-B.jpg,718,1449,615,256,348,1384,827,1256,75.0,541.0,970.0,813.0,390.0,194.0,884.0,552.0,720.0,345.0,58.0,780.0,292.0,264.0,253.0,1193.0,,,,,,,,,,,,,,
MB-SD004-E-A.jpg,996,421,327,787,583,190,427,266,413.0,1079.0,859.0,265.0,832.0,1029.0,280.0,378.0,923.0,771.0,697.0,194.0,,,,,,,,,,,,,,,,,,
MB-SD004-E-B.jpg,929,832,885,1136,514,1135,849,392,332.0,494.0,435.0,877.0,505.0,344.0,631.0,322.0,,,,,,,,,,,,,,,,,,,,,,
MB-SD004-N-A.jpg,771,350,832,1133,971,463,902,856,430.0,1096.0,347.0,433.0,316.0,834.0,,,,,,,,,,,,,,,,,,,,,,,,
MB-SD004-N-B.jpg,213,721,720,533,516,1199,803,1206,322.0,1077.0,375.0,511.0,873.0,996.0,887.0,689.0,,,,,,,,,,,,,,,,,,,,,,
MB-SD004-S-A.jpg,893,1345,946,988,470,430,406,904,542.0,1133.0,913.0,458.0,736.0,341.0,556.0,1390.0,385.0,608.0,,,,,,,,,,,,,,,,,,,,
MB-SD004-S-B.jpg,955,445,743,265,447,907,938,803,519.0,344.0,460.0,424.0,810.0,1113.0,372.0,556.0,488.0,1122.0,,,,,,,,,,,,,,,,,,,,
MB-SD004-W-A.jpg,497,1099,773,230,877,1121,957,870,452.0,255.0,999.0,397.0,640.0,230.0,335.0,916.0,237.0,570.0,316.0,410.0,,,,,,,,,,,,,,,,,,
MB-SD004-W-B.jpg,851,923,419,1146,812,1157,687,261,210.0,399.0,941.0,385.0,363.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,
MB-SD005-N-B.jpg,836,1096,393,1126,311,288,424,217,171.0,518.0,963.0,434.0,234.0,817.0,887.0,842.0,778.0,269.0,614.0,176.0,,,,,,,,,,,,,,,,,,
MB-SD005-S-B.jpg,311,474,852,1097,279,621,418,1146,456.0,1258.0,308.0,910.0,696.0,212.0,972.0,582.0,361.0,342.0,934.0,370.0,466.0,250.0,924.0,855.0,,,,,,,,,,,,,,
MN-MG788E-A.jpg,1360,2299,1779,787,1574,2044,890,247,1634.0,599.0,238.0,825.0,678.0,2178.0,1331.0,250.0,597.0,505.0,433.0,1656.0,1998.0,1524.0,,,,,,,,,,,,,,,,
MN-MG788N-B.jpg,584,330,641,2107,1285,667,377,817,879.0,211.0,268.0,1606.0,1404.0,1857.0,1503.0,1423.0,1259.0,382.0,1608.0,698.0,,,,,,,,,,,,,,,,,,
MN-MG788S-A.jpg,337,567,181,1726,574,441,1898,1790,2188.0,1527.0,1434.0,282.0,1976.0,690.0,842.0,289.0,1056.0,186.0,837.0,2291.0,1719.0,519.0,1570.0,368.0,,,,,,,,,,,,,,
MN-MG788S-B.jpg,1523,1759,723,2275,871,341,415,1824,1817.0,1224.0,1411.0,393.0,623.0,2096.0,183.0,852.0,1618.0,807.0,420.0,491.0,1298.0,2144.0,,,,,,,,,,,,,,,,
MN-MG788W-B.jpg,189,1204,266,661,1843,1008,1037,205,1513.0,1211.0,1615.0,527.0,532.0,1770.0,685.0,2005.0,776.0,277.0,1761.0,670.0,1486.0,408.0,530.0,351.0,1258.0,1967.0,1349.0,1692.0,,,,,,,,,,
MN-MG789E-A.jpg,1229,1417,1267,1346,884,191,529,311,403.0,1464.0,1019.0,182.0,670.0,1796.0,1477.0,557.0,262.0,533.0,1162.0,274.0,818.0,187.0,,,,,,,,,,,,,,,,
MN-MG789S-A.jpg,1636,1525,968,279,1587,396,1822,678,303.0,1664.0,670.0,2112.0,1340.0,1890.0,283.0,966.0,554.0,488.0,1370.0,290.0,,,,,,,,,,,,,,,,,,
MN-MG789W-A.jpg,461,405,299,863,1762,1363,506,1666,672.0,1886.0,1446.0,510.0,760.0,211.0,1474.0,2006.0,1132.0,232.0,1318.0,322.0,916.0,160.0,1803.0,835.0,,,,,,,,,,,,,,
MN-MG790E-B.jpg,1279,2205,1715,913,1220,311,1367,1817,1328.0,2026.0,890.0,170.0,1041.0,162.0,935.0,2065.0,1127.0,244.0,535.0,725.0,462.0,978.0,1333.0,1568.0,805.0,313.0,1400.0,436.0,1572.0,661.0,1021.0,2208.0,844.0,1827.0,,,,
MN-MG790N-B.jpg,221,839,1673,1218,723,1510,1429,357,1054.0,1530.0,1097.0,256.0,463.0,492.0,1470.0,1505.0,,,,,,,,,,,,,,,,,,,,,,
MN-MG790W-A.jpg,1601,964,1560,737,1331,1181,776,413,663.0,1305.0,1162.0,1348.0,482.0,558.0,864.0,1461.0,974.0,370.0,1437.0,508.0,,,,,,,,,,,,,,,,,,
MN-MG790W-B.jpg,118,885,1146,642,917,1531,894,496,300.0,691.0,704.0,1587.0,554.0,1512.0,483.0,1401.0,1147.0,1120.0,1215.0,887.0,485.0,564.0,995.0,1398.0,,,,,,,,,,,,,,
MN-SD001-E-A.jpg,786,195,1131,991,1048,1203,1193,771,337.0,371.0,511.0,227.0,177.0,598.0,1162.0,423.0,247.0,860.0,351.0,1106.0,923.0,280.0,,,,,,,,,,,,,,,,
MN-SD001-N-A.jpg,41,1100,1283,761,1256,1260,150,692,1039.0,453.0,283.0,437.0,891.0,356.0,441.0,297.0,,,,,,,,,,,,,,,,,,,,,,
MN-SD001-N-B.jpg,381,325,1445,520,1129,1274,567,183,285.0,934.0,1124.0,222.0,1144.0,422.0,903.0,140.0,161.0,618.0,1430.0,873.0,963.0,394.0,,,,,,,,,,,,,,,,
MN-SD001-S-A.jpg,467,164,1037,269,1010,975,305,1020,249.0,336.0,171.0,624.0,856.0,137.0,1239.0,647.0,,,,,,,,,,,,,,,,,,,,,,
MN-SD001-S-B.jpg,261,310,1138,603,1183,962,1018,363,225.0,978.0,81.0,741.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MN-SD001-W-A.jpg,612,104,1419,480,332,329,334,956,1141.0,1265.0,155.0,531.0,873.0,72.0,1100.0,187.0,1227.0,967.0,623.0,1335.0,,,,,,,,,,,,,,,,,,
MN-SD001-W-B.jpg,1403,902,337,846,1395,566,301,420,654.0,180.0,1141.0,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,
