filename,count,classes,locations
IN-MG631-E-B.jpg,3,"[0, 4, 3]","[(88, 874), (2203, 778), (2536, 756)]"
IN-MG631-N-A.jpg,3,"[0, 4, 3]","[(25, 882), (2942, 1305), (3315, 1396)]"
IN-MG631-S-A.jpg,3,"[0, 4, 3]","[(32, 784), (2549, 883), (3066, 842)]"
IN-MG631-S-B.jpg,3,"[0, 4, 3]","[(110, 715), (2386, 843), (2785, 836)]"
IN-MG636-E-A.jpg,3,"[0, 4, 3]","[(47, 644), (2248, 989), (2785, 1047)]"
IN-MG636-E-B.jpg,3,"[0, 4, 3]","[(121, 629), (2009, 689), (2445, 655)]"
IN-MG636-N-A.jpg,3,"[0, 4, 3]","[(202, 943), (2340, 892), (2655, 880)]"
IN-MG636-N-B.jpg,3,"[0, 4, 3]","[(64, 959), (2116, 842), (2370, 855)]"
IN-MG636-S-A.jpg,3,"[0, 4, 3]","[(213, 589), (2344, 781), (2845, 708)]"
IN-MG636-S-B.jpg,3,"[0, 4, 3]","[(27, 714), (2342, 968), (2765, 1076)]"
IN-MG638-E-A.jpg,3,"[0, 4, 3]","[(117, 896), (2246, 1137), (2584, 1230)]"
IN-MG638-E-B.jpg,3,"[0, 4, 3]","[(314, 1071), (2112, 754), (2385, 801)]"
IN-MG638-N-A.jpg,3,"[0, 4, 3]","[(158, 895), (1897, 665), (2167, 688)]"
IN-MG638-N-B.jpg,3,"[0, 4, 3]","[(365, 1112), (2051, 886), (2376, 973)]"
IN-MG638-S-A.jpg,3,"[0, 4, 3]","[(135, 933), (2165, 977), (2562, 999)]"
IN-MG638-S-B.jpg,3,"[0, 4, 3]","[(260, 981), (2019, 1007), (2213, 1055)]"
IN-MG638-W-B.jpg,3,"[0, 4, 3]","[(181, 1058), (2205, 1064), (2507, 1029)]"
MB-MG513-E-B.jpg,3,"[0, 4, 3]","[(264, 658), (1658, 727), (1811, 711)]"
MB-MG513-N-B.jpg,3,"[0, 4, 3]","[(456, 714), (1456, 842), (1573, 866)]"
MB-MG513-S-B.jpg,3,"[0, 4, 3]","[(299, 838), (1718, 905), (1939, 892)]"
MB-MG513-W-A.jpg,3,"[0, 4, 3]","[(52, 633), (1763, 657), (2031, 641)]"
MB-MG513-W-B.jpg,3,"[0, 4, 3]","[(147, 534), (1803, 674), (2050, 702)]"
MB-MG516-E-A.jpg,3,"[0, 4, 3]","[(276, 384), (1505, 558), (1596, 595)]"
MB-MG516-E-B.jpg,3,"[0, 4, 3]","[(341, 669), (1558, 655), (1656, 625)]"
MB-MG516-S-A.jpg,3,"[0, 4, 3]","[(366, 525), (1733, 722), (1812, 733)]"
MB-MG516-S-B.jpg,3,"[0, 4, 3]","[(348, 590), (1547, 605), (1634, 595)]"
MB-MG516-W-A.jpg,3,"[0, 4, 3]","[(268, 739), (1714, 890), (1817, 901)]"
MB-MG517-E-A.jpg,3,"[0, 4, 3]","[(244, 476), (1791, 402), (1866, 389)]"
MB-MG517-E-B.jpg,3,"[0, 4, 3]","[(292, 501), (1716, 696), (1808, 690)]"
MB-MG517-N-B.jpg,3,"[0, 4, 3]","[(350, 610), (1628, 619), (1694, 624)]"
MB-MG517-S-A.jpg,3,"[0, 4, 3]","[(94, 566), (1837, 591), (1955, 569)]"
MB-MG517-S-B.jpg,3,"[0, 4, 3]","[(234, 472), (1664, 530), (1809, 533)]"
MB-MG517-W-B.jpg,3,"[0, 4, 3]","[(162, 410), (1582, 450), (1735, 461)]"
MB-MG518-N-A.jpg,3,"[0, 4, 3]","[(166, 623), (1809, 699), (1953, 666)]"
MB-MG518-N-B.jpg,3,"[0, 4, 3]","[(338, 542), (1841, 397), (2018, 366)]"
MB-MG518-S-A.jpg,3,"[0, 4, 3]","[(359, 492), (1738, 510), (1852, 486)]"
MB-MG518-S-B.jpg,3,"[0, 4, 3]","[(332, 558), (1498, 582), (1598, 610)]"
MB-MG518-W-B.jpg,3,"[0, 4, 3]","[(456, 366), (1553, 346), (1670, 335)]"
MB-MG528-E-A.jpg,3,"[0, 4, 3]","[(181, 806), (2014, 897), (2391, 911)]"
MB-MG528-E-B.jpg,3,"[0, 4, 3]","[(16, 619), (1645, 568), (1945, 578)]"
MB-MG528-S-A.jpg,3,"[0, 4, 3]","[(13, 531), (1503, 715), (1763, 756)]"
MB-MG528-S-B.jpg,3,"[0, 4, 3]","[(83, 522), (1607, 772), (1915, 824)]"
MB-MG528-W-A.jpg,3,"[0, 4, 3]","[(173, 781), (1882, 745), (2183, 757)]"
MB-MG529-E-A.jpg,3,"[0, 4, 3]","[(149, 694), (1883, 815), (2057, 818)]"
MB-MG529-E-B.jpg,3,"[0, 4, 3]","[(301, 581), (1602, 801), (1773, 838)]"
MB-MG529-N-A.jpg,3,"[0, 4, 3]","[(7, 456), (1821, 718), (2013, 756)]"
MB-MG529-S-B.jpg,3,"[0, 4, 3]","[(7, 674), (1857, 883), (2080, 924)]"
MB-MG529-W-A.jpg,3,"[0, 4, 3]","[(3, 418), (1772, 553), (1986, 548)]"
MB-MG529-W-B.jpg,3,"[0, 4, 3]","[(5, 555), (1665, 749), (1817, 789)]"
MB-MG530-E-A.jpg,3,"[0, 4, 3]","[(125, 370), (1609, 563), (1826, 566)]"
MB-MG530-E-B.jpg,3,"[0, 4, 3]","[(243, 479), (1645, 656), (1815, 681)]"
MB-MG530-N-A.jpg,3,"[0, 4, 3]","[(302, 510), (1874, 619), (2107, 651)]"
MB-MG530-N-B.jpg,3,"[0, 4, 3]","[(306, 438), (1758, 708), (1973, 754)]"
MB-MG530-S-B.jpg,3,"[0, 4, 3]","[(112, 541), (1582, 639), (1828, 648)]"
MB-MG530-W-A.jpg,3,"[0, 4, 3]","[(363, 496), (1859, 633), (2033, 612)]"
MB-MG530-W-B.jpg,3,"[0, 4, 3]","[(194, 458), (1710, 493), (1964, 466)]"
MB-SD004-E-A.jpg,3,"[0, 4, 3]","[(168, 658), (1392, 661), (1624, 687)]"
MB-SD004-E-B.jpg,3,"[0, 4, 3]","[(325, 572), (1462, 697), (1699, 675)]"
MB-SD004-N-A.jpg,3,"[0, 4, 3]","[(308, 612), (1440, 637), (1623, 603)]"
MB-SD004-N-B.jpg,3,"[0, 4, 3]","[(442, 559), (1451, 614), (1656, 606)]"
MB-SD004-S-A.jpg,3,"[0, 4, 3]","[(311, 612), (1679, 711), (1849, 687)]"
MB-SD004-S-B.jpg,3,"[0, 4, 3]","[(237, 605), (1426, 644), (1601, 625)]"
MB-SD004-W-A.jpg,3,"[0, 4, 3]","[(179, 576), (1395, 653), (1654, 614)]"
MB-SD004-W-B.jpg,3,"[0, 4, 3]","[(240, 486), (1475, 637), (1743, 619)]"
MB-SD005-N-B.jpg,3,"[0, 4, 3]","[(126, 522), (1614, 649), (1758, 655)]"
MB-SD005-S-B.jpg,3,"[0, 4, 3]","[(176, 582), (1591, 647), (1696, 653)]"
MN-MG788E-A.jpg,3,"[0, 4, 3]","[(151, 1107), (2814, 886), (3098, 787)]"
MN-MG788N-B.jpg,3,"[0, 4, 3]","[(197, 1128), (2644, 1107), (2917, 1149)]"
MN-MG788S-A.jpg,3,"[0, 4, 3]","[(105, 1283), (2954, 1482), (3252, 1542)]"
MN-MG788S-B.jpg,3,"[0, 4, 3]","[(186, 983), (2803, 955), (3087, 1019)]"
MN-MG788W-B.jpg,3,"[0, 4, 3]","[(245, 1394), (2461, 1006), (2788, 1053)]"
MN-MG789E-A.jpg,3,"[0, 4, 3]","[(208, 837), (2051, 1246), (2260, 1351)]"
MN-MG789S-A.jpg,3,"[0, 4, 3]","[(166, 1173), (2319, 1237), (2531, 1408)]"
MN-MG789W-A.jpg,3,"[0, 4, 3]","[(194, 1040), (2476, 1048), (2721, 1089)]"
MN-MG790E-B.jpg,3,"[0, 4, 3]","[(120, 939), (2447, 1194), (2726, 1263)]"
MN-MG790N-B.jpg,3,"[0, 4, 3]","[(270, 597), (1705, 1321), (1922, 1341)]"
MN-MG790W-A.jpg,3,"[0, 4, 3]","[(284, 1257), (1596, 1083), (1812, 1195)]"
MN-MG790W-B.jpg,3,"[0, 4, 3]","[(419, 747), (1685, 870), (1883, 907)]"
MN-SD001-E-A.jpg,3,"[0, 4, 3]","[(147, 674), (1691, 657), (1905, 637)]"
MN-SD001-N-A.jpg,3,"[0, 4, 3]","[(161, 648), (2020, 672), (2348, 681)]"
MN-SD001-N-B.jpg,3,"[0, 4, 3]","[(132, 1061), (1756, 863), (2025, 908)]"
MN-SD001-S-A.jpg,3,"[0, 4, 3]","[(57, 685), (1672, 667), (1945, 677)]"
MN-SD001-S-B.jpg,3,"[0, 4, 3]","[(113, 691), (1656, 701), (1952, 711)]"
MN-SD001-W-A.jpg,3,"[0, 4, 3]","[(55, 704), (1758, 930), (2031, 880)]"
MN-SD001-W-B.jpg,3,"[0, 4, 3]","[(23, 878), (1771, 849), (2070, 883)]"
MN-SD002-E-A.jpg,3,"[0, 4, 3]","[(81, 581), (2187, 1068), (2467, 1187)]"
MN-SD002-E-B.jpg,3,"[0, 4, 3]","[(135, 1107), (1598, 1360), (1837, 1354)]"
MN-SD002-N-B.jpg,3,"[0, 4, 3]","[(161, 968), (1596, 961), (1793, 963)]"
MN-SD002-S-A.jpg,3,"[0, 4, 3]","[(57, 1057), (2197, 1131), (2472, 1200)]"
MN-SD002-W-A.jpg,3,"[0, 4, 3]","[(72, 614), (1752, 618), (2021, 609)]"
MN-SD002-W-B.jpg,3,"[0, 4, 3]","[(55, 589), (1888, 678), (2155, 682)]"
MN-SD003-S-A.jpg,3,"[0, 4, 3]","[(73, 856), (2384, 989), (2668, 1022)]"
MO-MG402-E-A.jpg,3,"[0, 4, 3]","[(65, 411), (2145, 817), (2407, 876)]"
MO-MG402-E-B.jpg,3,"[0, 4, 3]","[(123, 503), (2067, 534), (2230, 536)]"
MO-MG402-N-B.jpg,3,"[0, 4, 3]","[(592, 661), (2130, 711), (2222, 705)]"
MO-MG402-W-A.jpg,3,"[0, 4, 3]","[(161, 638), (1820, 725), (1996, 743)]"
MO-MG403-E-B.jpg,3,"[0, 4, 3]","[(105, 928), (2025, 683), (2248, 638)]"
MO-MG403-N-B.jpg,3,"[0, 4, 3]","[(49, 671), (2113, 951), (2310, 966)]"
MO-MG403-S-A.jpg,3,"[0, 4, 3]","[(222, 944), (2670, 929), (2879, 924)]"
MO-MG403-W-A.jpg,3,"[0, 4, 3]","[(136, 320), (1828, 840), (1963, 891)]"
MO-MG403-W-B.jpg,3,"[0, 4, 3]","[(342, 926), (1738, 670), (1827, 655)]"
MO-MG404-N-A.jpg,3,"[0, 4, 3]","[(12, 620), (1908, 720), (2082, 790)]"
MO-MG404-N-B.jpg,3,"[0, 4, 3]","[(22, 707), (1924, 649), (2155, 653)]"
MO-MG404-S-A.jpg,3,"[0, 4, 3]","[(125, 704), (1985, 611), (2169, 601)]"
MO-MG404-S-B.jpg,3,"[0, 4, 3]","[(85, 474), (1810, 700), (1993, 733)]"
MO-MG404-W-A.jpg,3,"[0, 4, 3]","[(18, 783), (2185, 689), (2421, 732)]"
MO-MG404-W-B.jpg,3,"[0, 4, 3]","[(7, 504), (1927, 535), (2087, 525)]"
OH-MG799S-A.jpg,3,"[0, 4, 3]","[(337, 941), (2107, 1387), (2575, 1423)]"
OH-MG805E-A.jpg,3,"[0, 4, 3]","[(140, 683), (2445, 1097), (2839, 1111)]"
OH-MG805E-B.jpg,3,"[0, 4, 3]","[(269, 1053), (2381, 1454), (2749, 1507)]"
OH-MG805N-A.jpg,3,"[0, 4, 3]","[(293, 1483), (3050, 1673), (3344, 1744)]"
OH-MG805N-B.jpg,3,"[0, 4, 3]","[(504, 527), (2433, 1127), (2674, 1097)]"
OH-MG805S-B.jpg,3,"[0, 4, 3]","[(332, 868), (2045, 1164), (2328, 1156)]"
OH-MG805W-B.jpg,3,"[0, 4, 3]","[(165, 548), (1867, 1028), (2063, 1005)]"
OK-MG282-E-B.jpg,3,"[0, 4, 3]","[(245, 786), (1691, 826), (1875, 847)]"
OK-MG282-N-B.jpg,3,"[0, 4, 3]","[(237, 642), (1853, 532), (1986, 513)]"
