,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
MB-MG528-S-A.jpg,737,100,386,889,904,730,492,1141,901.0,187.0,318.0,154.0,115.0,439.0,852.0,1007.0,182.0,265.0,607.0,22.0,1063.0,349.0,407.0,118.0,,,,,,,,,,,,,,
MB-SD004-S-A.jpg,634,1361,494,589,785,1030,676,1180,611.0,881.0,718.0,570.0,812.0,1322.0,,,,,,,,,,,,,,,,,,,,,,,,
IL-MG604-N-A.jpg,862,2283,738,443,1469,501,887,294,1306.0,1970.0,1122.0,158.0,567.0,1050.0,1333.0,317.0,613.0,678.0,993.0,186.0,1326.0,1655.0,742.0,1984.0,1614.0,841.0,1204.0,223.0,1483.0,1184.0,636.0,1579.0,1313.0,2232.0,,,,
MB-MG518-N-B.jpg,267,1028,670,588,333,509,629,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL-MG603-S-A.jpg,1172,412,890,282,760,2315,772,1992,1307.0,885.0,1177.0,2375.0,520.0,442.0,995.0,320.0,755.0,285.0,662.0,355.0,332.0,900.0,1127.0,2042.0,1360.0,607.0,377.0,630.0,1265.0,1420.0,1135.0,2627.0,622.0,1410.0,,,,
IL-MG604-N-B.jpg,752,140,796,154,653,1979,625,1762,674.0,154.0,976.0,275.0,913.0,1121.0,952.0,1794.0,514.0,323.0,855.0,184.0,845.0,1455.0,710.0,140.0,966.0,815.0,577.0,891.0,641.0,1445.0,,,,,,,,
MB-MG513-E-B.jpg,650,1211,387,659,871,1149,940,511,590.0,324.0,632.0,969.0,460.0,454.0,831.0,309.0,851.0,1335.0,861.0,900.0,718.0,258.0,,,,,,,,,,,,,,,,
OK-MG282-N-B.jpg,928,1239,413,1490,1087,336,391,483,391.0,1211.0,879.0,210.0,269.0,810.0,451.0,369.0,1138.0,695.0,832.0,1523.0,,,,,,,,,,,,,,,,,,
MN-MG788W-B.jpg,744,1351,1502,525,548,717,1184,1937,823.0,1703.0,1615.0,651.0,787.0,1940.0,1432.0,397.0,712.0,442.0,1651.0,888.0,888.0,356.0,1159.0,379.0,1060.0,1743.0,1421.0,1188.0,,,,,,,,,,
MN-MG788E-A.jpg,787,2154,975,269,589,1011,835,642,1362.0,1536.0,828.0,1810.0,1497.0,999.0,1259.0,2246.0,1264.0,707.0,1208.0,274.0,1256.0,1986.0,,,,,,,,,,,,,,,,
MB-MG517-S-B.jpg,747,1203,341,1262,753,1067,204,799,600.0,378.0,396.0,411.0,541.0,262.0,776.0,719.0,241.0,976.0,658.0,488.0,340.0,491.0,263.0,614.0,,,,,,,,,,,,,,
MN-MG789S-A.jpg,1278,1824,900,1692,1651,670,727,1967,1099.0,1555.0,653.0,998.0,1050.0,290.0,1286.0,283.0,1449.0,426.0,823.0,478.0,,,,,,,,,,,,,,,,,,
IA-MG244-W-B.jpg,987,277,638,157,1140,1290,348,466,948.0,1336.0,958.0,1565.0,1250.0,1491.0,277.0,850.0,464.0,216.0,1319.0,1592.0,388.0,314.0,1164.0,516.0,788.0,147.0,326.0,648.0,,,,,,,,,,
IA-MG243-W-A.jpg,659,1391,823,571,943,1452,897,1310,548.0,255.0,750.0,118.0,643.0,742.0,740.0,1231.0,812.0,1113.0,716.0,1530.0,595.0,169.0,842.0,180.0,,,,,,,,,,,,,,
IA-MG244-S-D.jpg,474,254,635,1338,995,1049,291,901,1068.0,455.0,741.0,112.0,966.0,1442.0,934.0,299.0,603.0,139.0,820.0,214.0,864.0,272.0,703.0,1632.0,1009.0,1586.0,557.0,189.0,780.0,164.0,358.0,383.0,237.0,580.0,680.0,87.0,1132.0,601.0
MB-MG516-S-B.jpg,440,1298,509,425,697,411,816,995,442.0,1083.0,409.0,667.0,811.0,501.0,875.0,719.0,737.0,1332.0,,,,,,,,,,,,,,,,,,,,
IN-MG638-N-B.jpg,1205,528,703,1770,837,518,950,1659,927.0,1389.0,752.0,1156.0,1107.0,982.0,769.0,1512.0,616.0,514.0,,,,,,,,,,,,,,,,,,,,
MO-MG404-S-B.jpg,790,268,434,1027,809,1359,390,166,147.0,459.0,661.0,1203.0,513.0,136.0,501.0,1344.0,646.0,190.0,277.0,249.0,904.0,631.0,,,,,,,,,,,,,,,,
IL-MG604-S-A.jpg,424,408,683,498,298,706,1106,2233,1000.0,2244.0,823.0,617.0,302.0,989.0,796.0,2097.0,603.0,197.0,456.0,300.0,1200.0,408.0,1126.0,1572.0,883.0,2453.0,1186.0,1973.0,488.0,1411.0,1345.0,849.0,378.0,530.0,713.0,1735.0,,
MN-SD001-S-A.jpg,405,385,562,205,952,647,397,722,472.0,1049.0,802.0,144.0,904.0,326.0,978.0,959.0,,,,,,,,,,,,,,,,,,,,,,
MB-MG530-E-A.jpg,619,1005,768,535,769,1160,476,1114,211.0,439.0,271.0,360.0,636.0,285.0,285.0,743.0,496.0,198.0,321.0,223.0,,,,,,,,,,,,,,,,,,
IA-MG244-W-A.jpg,353,108,285,358,518,169,271,980,671.0,275.0,987.0,1329.0,268.0,530.0,346.0,200.0,652.0,1513.0,1079.0,457.0,893.0,238.0,419.0,87.0,1110.0,1562.0,238.0,699.0,669.0,1251.0,,,,,,,,
MB-MG516-E-B.jpg,623,482,747,401,860,507,928,1014,549.0,518.0,436.0,704.0,504.0,1134.0,1034.0,658.0,,,,,,,,,,,,,,,,,,,,,,
MB-MG529-E-B.jpg,460,434,989,612,600,315,368,808,709.0,371.0,906.0,491.0,505.0,378.0,600.0,1266.0,890.0,1223.0,587.0,1108.0,389.0,545.0,895.0,994.0,641.0,341.0,368.0,663.0,798.0,400.0,553.0,326.0,,,,,,
IL-SF001-S-A.jpg,314,386,722,1060,561,291,920,1278,822.0,527.0,795.0,1009.0,,,,,,,,,,,,,,,,,,,,,,,,,,
IA-MG243-S-B.jpg,873,1143,407,250,329,666,274,265,186.0,698.0,613.0,367.0,742.0,949.0,815.0,501.0,181.0,342.0,198.0,524.0,341.0,983.0,537.0,1352.0,127.0,435.0,535.0,1193.0,,,,,,,,,,
MN-MG790W-A.jpg,1069,1328,1088,500,951,1254,1046,1140,885.0,444.0,1432.0,678.0,775.0,633.0,913.0,1414.0,1517.0,851.0,1269.0,546.0,,,,,,,,,,,,,,,,,,
IA-MG245-E-B.jpg,737,1952,1076,344,934,198,599,184,826.0,1376.0,772.0,1678.0,573.0,367.0,824.0,107.0,639.0,112.0,461.0,695.0,1013.0,1467.0,685.0,86.0,519.0,498.0,1182.0,723.0,1102.0,1802.0,,,,,,,,
MN-SD002-N-B.jpg,798,783,1160,1268,817,356,1215,339,1092.0,252.0,1033.0,217.0,1273.0,744.0,1152.0,313.0,754.0,461.0,879.0,294.0,1167.0,1063.0,1304.0,454.0,929.0,240.0,797.0,1207.0,781.0,1011.0,,,,,,,,
IA-MG245-W-A.jpg,955,1087,821,1182,900,206,396,469,798.0,104.0,275.0,785.0,588.0,140.0,1045.0,1316.0,803.0,1586.0,1035.0,251.0,369.0,638.0,1353.0,534.0,701.0,114.0,1205.0,371.0,440.0,343.0,508.0,248.0,1097.0,1476.0,774.0,1419.0,,
OK-MG282-E-B.jpg,810,744,370,822,563,967,330,447,621.0,1203.0,1071.0,217.0,443.0,214.0,995.0,1261.0,1031.0,965.0,,,,,,,,,,,,,,,,,,,,
MB-MG518-W-B.jpg,560,567,577,1067,209,678,297,486,470.0,465.0,266.0,539.0,214.0,1087.0,258.0,1222.0,155.0,815.0,650.0,733.0,,,,,,,,,,,,,,,,,,
MN-SD002-W-A.jpg,586,100,647,979,509,176,503,846,366.0,241.0,930.0,302.0,249.0,340.0,640.0,107.0,837.0,630.0,465.0,1143.0,735.0,199.0,804.0,1278.0,434.0,1334.0,690.0,147.0,779.0,249.0,,,,,,,,
MN-SD001-S-B.jpg,496,470,269,943,418,781,872,922,960.0,573.0,845.0,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MB-MG528-E-A.jpg,175,770,1287,543,404,340,560,1214,757.0,177.0,621.0,1491.0,650.0,235.0,523.0,270.0,991.0,1156.0,1080.0,1423.0,668.0,1702.0,1082.0,362.0,275.0,471.0,890.0,208.0,,,,,,,,,,
MB-SD004-N-A.jpg,550,890,762,1132,823,494,520,503,695.0,388.0,527.0,1110.0,725.0,910.0,,,,,,,,,,,,,,,,,,,,,,,,
IL-SF002-E-B.jpg,761,1208,638,703,758,1050,455,1049,404.0,373.0,710.0,213.0,598.0,291.0,789.0,787.0,397.0,758.0,,,,,,,,,,,,,,,,,,,,
MB-MG517-W-B.jpg,295,390,547,326,371,241,251,750,704.0,547.0,609.0,437.0,252.0,546.0,644.0,1046.0,328.0,301.0,615.0,1250.0,746.0,709.0,355.0,1165.0,476.0,254.0,247.0,936.0,,,,,,,,,,
MN-MG789E-A.jpg,1120,272,713,1304,750,304,444,510,743.0,1646.0,1158.0,1404.0,953.0,195.0,1300.0,565.0,1118.0,1308.0,,,,,,,,,,,,,,,,,,,,
MB-MG516-E-A.jpg,525,400,742,939,681,1114,281,512,557.0,613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN-SD002-E-B.jpg,1061,263,1159,198,1241,222,1166,1231,1423.0,984.0,1038.0,367.0,1090.0,185.0,1220.0,1025.0,1514.0,1178.0,1317.0,345.0,1126.0,635.0,1415.0,639.0,,,,,,,,,,,,,,
IN-MG631-E-A.jpg,837,293,442,1148,1161,1665,1402,370,738.0,407.0,766.0,344.0,891.0,1761.0,1485.0,609.0,488.0,832.0,1218.0,293.0,1167.0,1170.0,996.0,177.0,1244.0,1978.0,510.0,1422.0,558.0,460.0,854.0,1963.0,,,,,,
MO-MG404-N-B.jpg,904,1577,897,1413,479,130,1032,593,509.0,1385.0,873.0,1096.0,479.0,1070.0,497.0,1613.0,1047.0,235.0,902.0,92.0,361.0,335.0,257.0,579.0,,,,,,,,,,,,,,
MB-MG528-S-B.jpg,261,327,503,1223,696,136,803,199,363.0,224.0,142.0,683.0,598.0,104.0,919.0,316.0,797.0,912.0,1025.0,466.0,579.0,1371.0,802.0,1155.0,404.0,1020.0,178.0,470.0,460.0,131.0,,,,,,,,
MB-MG513-N-B.jpg,891,1076,547,628,885,898,621,885,656.0,546.0,696.0,1145.0,809.0,494.0,926.0,618.0,,,,,,,,,,,,,,,,,,,,,,
IN-MG636-E-B.jpg,262,732,773,1479,730,169,1030,530,951.0,333.0,543.0,1333.0,253.0,420.0,570.0,143.0,750.0,1149.0,504.0,1581.0,419.0,242.0,,,,,,,,,,,,,,,,
MB-MG513-W-A.jpg,601,996,787,1262,543,1289,777,963,755.0,134.0,375.0,508.0,919.0,414.0,483.0,196.0,,,,,,,,,,,,,,,,,,,,,,
MO-MG402-E-B.jpg,627,1233,856,602,452,1640,268,389,423.0,779.0,611.0,150.0,736.0,285.0,357.0,230.0,536.0,134.0,493.0,1297.0,,,,,,,,,,,,,,,,,,
IN-MG638-W-B.jpg,901,305,466,817,562,583,1314,444,711.0,454.0,1465.0,962.0,1200.0,309.0,1160.0,1535.0,868.0,1818.0,1351.0,1734.0,941.0,1588.0,1459.0,642.0,,,,,,,,,,,,,,
MB-MG517-S-A.jpg,1081,883,696,407,385,611,378,1340,703.0,199.0,995.0,510.0,433.0,317.0,532.0,211.0,389.0,1032.0,935.0,1300.0,,,,,,,,,,,,,,,,,,
IL-MG604-S-B.jpg,664,260,503,320,524,1369,553,1618,609.0,254.0,426.0,415.0,561.0,276.0,397.0,864.0,827.0,532.0,771.0,379.0,711.0,288.0,710.0,1421.0,781.0,1600.0,641.0,239.0,736.0,939.0,,,,,,,,
MB-SD004-W-B.jpg,410,469,659,946,742,1136,591,336,751.0,464.0,544.0,906.0,502.0,1124.0,,,,,,,,,,,,,,,,,,,,,,,,
MO-MG404-W-A.jpg,600,1483,795,1459,886,487,438,1088,487.0,1837.0,299.0,503.0,842.0,1745.0,871.0,1016.0,,,,,,,,,,,,,,,,,,,,,,
MB-SD005-S-B.jpg,370,462,793,1068,814,828,345,579,754.0,378.0,421.0,868.0,519.0,246.0,658.0,220.0,896.0,539.0,463.0,1245.0,460.0,1112.0,433.0,335.0,,,,,,,,,,,,,,
MN-MG790W-B.jpg,811,518,708,1276,850,1107,882,1518,753.0,1545.0,907.0,654.0,806.0,1364.0,491.0,750.0,950.0,880.0,273.0,791.0,620.0,606.0,620.0,1448.0,,,,,,,,,,,,,,
MN-SD002-S-A.jpg,912,93,506,271,978,103,1143,1283,1437.0,367.0,1554.0,621.0,739.0,1571.0,736.0,1793.0,722.0,160.0,774.0,1283.0,1240.0,1566.0,397.0,539.0,1261.0,189.0,,,,,,,,,,,,
IL-SF001-N-A.jpg,810,202,656,693,767,1165,1037,1439,931.0,1180.0,1137.0,665.0,1135.0,330.0,698.0,1422.0,,,,,,,,,,,,,,,,,,,,,,
OH-MG805N-B.jpg,627,1016,1297,2074,1307,1875,1168,1644,938.0,1964.0,1003.0,2142.0,982.0,1649.0,973.0,708.0,,,,,,,,,,,,,,,,,,,,,,
MB-SD004-N-B.jpg,651,1049,480,1032,626,570,726,1177,480.0,1197.0,781.0,703.0,470.0,534.0,364.0,681.0,,,,,,,,,,,,,,,,,,,,,,
IN-MG638-S-A.jpg,1080,1790,915,139,768,1876,1012,1175,717.0,1280.0,975.0,157.0,542.0,546.0,661.0,637.0,1255.0,405.0,749.0,1655.0,699.0,225.0,1481.0,612.0,971.0,1568.0,1139.0,221.0,,,,,,,,,,
MB-MG528-W-A.jpg,370,423,910,203,628,232,511,1382,1277.0,749.0,188.0,676.0,446.0,1111.0,839.0,1438.0,523.0,1579.0,1117.0,351.0,959.0,1197.0,506.0,298.0,1240.0,507.0,1007.0,258.0,,,,,,,,,,
OH-MG805N-A.jpg,1806,2521,1491,1282,1562,2263,1119,570,1211.0,1328.0,1505.0,2119.0,1510.0,2542.0,1418.0,2200.0,,,,,,,,,,,,,,,,,,,,,,
MO-MG403-W-A.jpg,739,279,258,915,246,412,860,1511,206.0,571.0,565.0,263.0,639.0,1520.0,428.0,203.0,577.0,1287.0,757.0,1330.0,273.0,294.0,933.0,605.0,,,,,,,,,,,,,,
IL-SF002-S-A.jpg,721,901,803,502,564,1056,577,382,501.0,1233.0,699.0,1235.0,683.0,88.0,457.0,581.0,846.0,170.0,846.0,1382.0,,,,,,,,,,,,,,,,,,
IL-SF003-N-A.jpg,202,633,884,1125,291,1064,269,313,1196.0,656.0,1098.0,353.0,361.0,1394.0,825.0,1421.0,728.0,87.0,269.0,491.0,923.0,150.0,,,,,,,,,,,,,,,,
MN-MG788S-B.jpg,494,967,1072,1790,1487,1110,706,584,713.0,2086.0,1420.0,764.0,907.0,355.0,737.0,2268.0,711.0,1771.0,1107.0,2101.0,1246.0,398.0,,,,,,,,,,,,,,,,
MN-MG788S-A.jpg,1101,2216,990,1742,1356,1885,1721,685,1144.0,189.0,756.0,451.0,1328.0,302.0,680.0,736.0,1691.0,1167.0,998.0,342.0,1467.0,383.0,1595.0,499.0,,,,,,,,,,,,,,
MO-MG403-S-A.jpg,1044,2366,503,1138,1149,1034,1127,523,748.0,1814.0,881.0,281.0,970.0,1607.0,739.0,338.0,1018.0,301.0,565.0,541.0,739.0,2174.0,953.0,2105.0,,,,,,,,,,,,,,
MB-MG529-N-A.jpg,896,399,780,236,218,310,700,165,611.0,113.0,803.0,1317.0,435.0,1185.0,85.0,721.0,339.0,119.0,138.0,447.0,403.0,45.0,274.0,209.0,500.0,46.0,480.0,1442.0,761.0,1041.0,,,,,,,,
MN-MG788N-B.jpg,1259,567,971,268,1185,1016,1111,1537,945.0,1698.0,800.0,439.0,1171.0,1888.0,1137.0,437.0,679.0,805.0,909.0,1971.0,,,,,,,,,,,,,,,,,,
MB-SD004-E-A.jpg,740,1029,890,416,573,852,700,837,728.0,347.0,514.0,277.0,430.0,405.0,531.0,1071.0,,,,,,,,,,,,,,,,,,,,,,
MN-SD001-W-B.jpg,1067,680,694,627,971,1065,742,266,965.0,421.0,738.0,1095.0,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-MG805E-B.jpg,1138,934,1343,1967,1081,395,1322,1693,1403.0,1587.0,1161.0,319.0,1454.0,1967.0,1297.0,784.0,,,,,,,,,,,,,,,,,,,,,,
IL-SF003-S-A.jpg,886,1478,659,200,391,341,285,477,508.0,233.0,482.0,1171.0,842.0,236.0,1183.0,617.0,1089.0,368.0,195.0,736.0,952.0,266.0,923.0,1227.0,498.0,1423.0,1152.0,919.0,,,,,,,,,,
MB-MG513-S-B.jpg,1009,1334,929,295,1022,630,798,998,961.0,1055.0,838.0,1273.0,747.0,643.0,777.0,299.0,,,,,,,,,,,,,,,,,,,,,,
IA-MG244-N-A.jpg,1138,1639,490,227,514,925,509,500,1091.0,1462.0,743.0,372.0,954.0,472.0,976.0,1281.0,821.0,1327.0,1156.0,640.0,802.0,1570.0,371.0,656.0,625.0,139.0,,,,,,,,,,,,
MB-SD005-N-B.jpg,395,279,684,285,457,206,477,1093,421.0,804.0,785.0,1056.0,331.0,484.0,726.0,851.0,582.0,168.0,804.0,475.0,,,,,,,,,,,,,,,,,,
OH-MG805W-B.jpg,503,240,1193,1594,521,590,832,1631,986.0,820.0,1003.0,1308.0,592.0,228.0,949.0,1528.0,930.0,1345.0,695.0,301.0,1040.0,1521.0,486.0,372.0,648.0,916.0,832.0,578.0,,,,,,,,,,
MB-MG517-N-B.jpg,708,442,370,650,778,678,887,1245,361.0,1002.0,751.0,605.0,329.0,1264.0,833.0,938.0,,,,,,,,,,,,,,,,,,,,,,
MN-SD001-E-A.jpg,444,355,983,745,977,443,882,1208,880.0,1025.0,852.0,315.0,474.0,668.0,538.0,974.0,524.0,1170.0,,,,,,,,,,,,,,,,,,,,
IN-MG631-S-B.jpg,1246,420,1023,290,674,1530,400,361,496.0,255.0,775.0,156.0,1033.0,1137.0,455.0,1114.0,1029.0,1853.0,682.0,130.0,879.0,273.0,957.0,1517.0,262.0,739.0,1283.0,658.0,596.0,184.0,663.0,1829.0,283.0,561.0,,,,
IL-MG604-E-A.jpg,849,2327,424,1117,1057,325,842,241,914.0,1887.0,1071.0,1738.0,613.0,330.0,861.0,2486.0,475.0,494.0,1274.0,584.0,528.0,1071.0,1347.0,634.0,,,,,,,,,,,,,,
IN-MG636-S-B.jpg,459,625,697,86,1095,1767,714,1798,798.0,75.0,924.0,1463.0,1120.0,568.0,1080.0,141.0,429.0,381.0,775.0,1453.0,895.0,52.0,537.0,145.0,,,,,,,,,,,,,,
MB-MG530-N-B.jpg,658,1226,480,1234,762,757,294,410,508.0,1461.0,308.0,880.0,356.0,351.0,614.0,407.0,775.0,1467.0,708.0,569.0,519.0,339.0,216.0,519.0,,,,,,,,,,,,,,
MO-MG402-E-A.jpg,322,119,677,690,568,1085,433,523,666.0,1451.0,630.0,1726.0,722.0,1266.0,527.0,103.0,789.0,1565.0,,,,,,,,,,,,,,,,,,,,
MB-MG530-W-B.jpg,612,1207,859,772,664,345,153,731,394.0,1351.0,458.0,1161.0,352.0,261.0,416.0,194.0,558.0,256.0,671.0,1402.0,333.0,528.0,729.0,580.0,,,,,,,,,,,,,,
IN-MG636-E-A.jpg,627,265,716,93,229,650,1093,426,242.0,333.0,931.0,176.0,726.0,1770.0,846.0,1283.0,780.0,1317.0,1000.0,1673.0,401.0,142.0,,,,,,,,,,,,,,,,
IL-SF003-W-B.jpg,1115,706,379,339,317,598,1104,1578,784.0,372.0,495.0,1163.0,624.0,1506.0,981.0,1365.0,,,,,,,,,,,,,,,,,,,,,,
OH-MG805E-A.jpg,1044,1824,839,1035,713,384,1180,1955,1010.0,354.0,950.0,1339.0,1099.0,1309.0,1079.0,883.0,1115.0,1767.0,1012.0,2022.0,,,,,,,,,,,,,,,,,,
MN-SD001-N-A.jpg,464,1161,519,322,276,695,389,482,955.0,885.0,932.0,1219.0,912.0,527.0,751.0,441.0,,,,,,,,,,,,,,,,,,,,,,
IL-SF001-W-B.jpg,756,125,642,1043,1140,324,430,332,611.0,220.0,872.0,943.0,921.0,213.0,188.0,468.0,,,,,,,,,,,,,,,,,,,,,,
IN-MG631-E-B.jpg,591,1675,691,1448,882,123,966,186,870.0,1454.0,568.0,244.0,1113.0,342.0,1194.0,795.0,699.0,209.0,608.0,818.0,824.0,96.0,1041.0,256.0,1205.0,452.0,907.0,1721.0,,,,,,,,,,
MB-MG529-E-A.jpg,603,1243,951,1201,1114,702,839,226,651.0,177.0,1059.0,483.0,977.0,1473.0,415.0,439.0,595.0,244.0,284.0,634.0,743.0,170.0,614.0,1522.0,532.0,327.0,946.0,332.0,,,,,,,,,,
IN-MG638-E-B.jpg,1131,773,652,1682,1220,430,690,1454,809.0,675.0,1273.0,1067.0,907.0,322.0,1092.0,364.0,1052.0,1323.0,477.0,694.0,1001.0,318.0,645.0,1812.0,841.0,1757.0,882.0,1580.0,,,,,,,,,,
IN-MG638-S-B.jpg,1249,447,976,1613,1021,306,1104,294,947.0,1270.0,770.0,1791.0,1312.0,807.0,861.0,224.0,815.0,1265.0,815.0,1613.0,615.0,637.0,755.0,447.0,962.0,227.0,,,,,,,,,,,,
IL-SF003-W-A.jpg,1043,135,285,711,301,547,1422,533,561.0,177.0,1309.0,332.0,374.0,322.0,681.0,1406.0,788.0,49.0,1168.0,197.0,642.0,119.0,327.0,1043.0,938.0,89.0,714.0,1688.0,1003.0,1270.0,1110.0,1579.0,484.0,244.0,,,,
IN-MG638-N-A.jpg,584,1510,775,1361,1012,264,486,1625,677.0,220.0,760.0,1574.0,892.0,179.0,1041.0,628.0,712.0,799.0,648.0,1229.0,943.0,997.0,,,,,,,,,,,,,,,,
MB-MG516-W-A.jpg,574,771,628,1174,876,395,1117,782,668.0,1380.0,639.0,496.0,960.0,584.0,1068.0,1187.0,,,,,,,,,,,,,,,,,,,,,,
IL-SF002-N-A.jpg,486,975,433,619,785,574,715,1100,603.0,309.0,658.0,916.0,696.0,429.0,520.0,399.0,496.0,1181.0,,,,,,,,,,,,,,,,,,,,
MN-SD002-E-A.jpg,312,730,806,1631,865,248,676,1243,466.0,546.0,1070.0,752.0,576.0,161.0,1020.0,1332.0,702.0,152.0,566.0,308.0,1159.0,1601.0,1023.0,336.0,,,,,,,,,,,,,,
IL-MG604-W-B.jpg,1130,482,1135,2222,765,182,566,628,676.0,252.0,1061.0,1092.0,1166.0,2489.0,897.0,158.0,960.0,192.0,789.0,2254.0,1065.0,1757.0,1046.0,244.0,849.0,1903.0,816.0,160.0,720.0,1241.0,,,,,,,,
IN-MG636-N-A.jpg,602,383,1350,1054,855,237,1081,1892,1141.0,356.0,645.0,1914.0,1263.0,505.0,711.0,389.0,1348.0,711.0,1018.0,271.0,411.0,620.0,267.0,902.0,971.0,1624.0,740.0,1640.0,,,,,,,,,,
MB-MG529-W-A.jpg,729,1110,281,197,682,171,379,1338,962.0,452.0,198.0,271.0,809.0,277.0,580.0,100.0,357.0,111.0,111.0,369.0,339.0,1044.0,492.0,72.0,741.0,1383.0,49.0,554.0,,,,,,,,,,
MB-MG517-E-A.jpg,239,727,404,419,839,710,198,1124,550.0,310.0,332.0,535.0,890.0,970.0,690.0,524.0,608.0,381.0,716.0,1316.0,,,,,,,,,,,,,,,,,,
IN-MG631-S-A.jpg,743,1558,244,1052,800,36,263,752,462.0,379.0,1093.0,1503.0,592.0,187.0,718.0,1881.0,732.0,109.0,1190.0,347.0,1112.0,185.0,926.0,100.0,1139.0,1846.0,1396.0,553.0,1450.0,807.0,,,,,,,,
MB-SD004-S-B.jpg,726,840,516,1086,792,467,505,614,770.0,1066.0,592.0,330.0,522.0,402.0,598.0,932.0,678.0,272.0,,,,,,,,,,,,,,,,,,,,
MO-MG404-N-A.jpg,488,1525,186,405,228,763,688,41,1029.0,275.0,1132.0,496.0,894.0,1433.0,838.0,1127.0,508.0,1242.0,256.0,244.0,,,,,,,,,,,,,,,,,,
MN-MG789W-A.jpg,645,408,871,1489,1275,1454,1412,897,1290.0,1912.0,841.0,198.0,1258.0,318.0,974.0,192.0,489.0,730.0,1068.0,252.0,779.0,1824.0,1392.0,455.0,,,,,,,,,,,,,,
IL-SF002-W-B.jpg,614,614,651,1125,497,1268,436,739,525.0,1103.0,740.0,1255.0,700.0,747.0,,,,,,,,,,,,,,,,,,,,,,,,
MB-MG530-W-A.jpg,435,408,828,515,502,1473,353,483,316.0,614.0,270.0,836.0,958.0,774.0,510.0,1230.0,667.0,403.0,862.0,1494.0,806.0,1251.0,,,,,,,,,,,,,,,,
MN-MG790N-B.jpg,1229,1164,1380,1396,543,424,1245,416,454.0,696.0,893.0,489.0,1115.0,1146.0,1119.0,1395.0,,,,,,,,,,,,,,,,,,,,,,
MB-MG529-S-B.jpg,929,157,256,335,926,1056,711,27,1067.0,1511.0,488.0,92.0,1190.0,496.0,790.0,98.0,600.0,1492.0,364.0,184.0,612.0,55.0,578.0,1152.0,1087.0,266.0,179.0,566.0,951.0,1354.0,,,,,,,,
MB-MG528-E-B.jpg,774,906,550,41,718,1359,367,144,153.0,472.0,227.0,259.0,786.0,97.0,404.0,1170.0,876.0,175.0,975.0,253.0,751.0,1162.0,1077.0,441.0,699.0,41.0,368.0,903.0,472.0,78.0,,,,,,,,
